id,EAP,HPL,MWS
id16916,0.307879239320755,0.6693268418312073,0.022793937474489212
id12793,0.008154390379786491,0.9909550547599792,8.905887953005731e-4
id11859,0.8555317521095276,0.006255670916289091,0.13821256160736084
id02434,0.9977585077285767,0.0013404046185314655,9.010218782350421e-4
id27703,0.0028672199696302414,0.0010701630963012576,0.9960625767707825
id25212,0.005647930316627026,0.9928411245346069,0.001510885893367231
id11308,0.11061866581439972,0.06845548003911972,0.8209258913993835
id26094,0.9803127646446228,0.005334952846169472,0.01435221266001463
id22080,0.8331224322319031,0.14298053085803986,0.02389700710773468
id03545,0.9880164861679077,0.010737041011452675,0.0012464502360671759
id23725,0.002163300756365061,0.003448285162448883,0.9943884015083313
id12009,0.8571849465370178,0.10594213008880615,0.03687293827533722
id24241,0.30771616101264954,0.2592354416847229,0.43304839730262756
id03596,3.7082581548020244e-4,0.999480664730072,1.485720567870885e-4
id10749,0.020600399002432823,0.9753196239471436,0.004079972393810749
id22794,0.003238906618207693,0.0051044984720647335,0.9916566610336304
id15482,0.011330313049256802,0.9404171109199524,0.04825254902243614
id04833,0.8212569355964661,0.15523748099803925,0.023505568504333496
id00397,0.0020730162505060434,2.527727629058063e-4,0.9976741671562195
id14691,0.013857421465218067,0.0050810519605875015,0.981061577796936
id05193,0.18829886615276337,0.0065718842670321465,0.8051292896270752
id19541,0.9930219054222107,0.002111604670062661,0.004866454750299454
id22166,0.008830025792121887,9.969363454729319e-4,0.9901729822158813
id20744,0.002746281214058399,4.23333200160414e-4,0.996830403804779
id10392,0.0020732346456497908,7.376472931355238e-4,0.9971891045570374
id00770,0.9864442944526672,0.00763294380158186,0.005922699812799692
id06018,0.489172101020813,0.4728308916091919,0.037996966391801834
id15678,0.4875944256782532,0.004741648677736521,0.507663905620575
id08305,0.9156602621078491,0.04444052278995514,0.039899200201034546
id08903,0.5740315914154053,0.01201498880982399,0.4139534831047058
id14752,0.32115012407302856,0.6650478839874268,0.01380197610706091
id12468,0.0033142862375825644,0.9964659214019775,2.1975865820422769e-4
id05085,0.18792980909347534,0.7902885675430298,0.021781623363494873
id21993,0.7175540328025818,0.00710845785215497,0.27533748745918274
id15503,0.8476058840751648,0.10336387157440186,0.04903022199869156
id03021,4.584839625749737e-4,0.9994333386421204,1.0812470281962305e-4
id16123,0.9664125442504883,0.027768585830926895,0.0058188964612782
id19383,0.9948733448982239,0.0035309824161231518,0.001595695735886693
id04186,0.9998093247413635,8.990258356789127e-5,1.0075508907902986e-4
id17954,6.515160202980042e-4,1.5950067609082907e-4,0.9991889595985413
id12030,0.1736152470111847,0.015210280194878578,0.8111745119094849
id13020,0.8416724801063538,0.11594096571207047,0.042386576533317566
id25327,0.007475412916392088,0.935905396938324,0.05661918595433235
id16344,0.19187967479228973,0.11805643886327744,0.6900638937950134
id12303,0.038703881204128265,0.9543281197547913,0.006968030706048012
id15017,0.9995222091674805,3.2936781644821167e-4,1.4845954137854278e-4
id22308,0.18285687267780304,0.051392585039138794,0.765750527381897
id06536,4.60462091723457e-4,4.5371122541837394e-4,0.9990857839584351
id19797,0.2871839106082916,0.4644536077976227,0.2483624666929245
id06332,0.4718445837497711,0.16037625074386597,0.3677792251110077
id22941,0.05681827291846275,0.14567095041275024,0.7975107431411743
id13547,0.006149455439299345,0.047305766493082047,0.9465447664260864
id06928,6.822209106758237e-4,8.919843094190583e-5,0.9992285966873169
id12521,0.4736270606517792,0.2761174142360687,0.2502555549144745
id25716,0.7283783555030823,0.0033101283479481936,0.2683115601539612
id27116,2.0417739870026708e-4,5.64826259505935e-5,0.9997393488883972
id19941,0.007987155579030514,0.9858430027961731,0.006169870961457491
id05711,1.531750021968037e-4,6.973228300921619e-5,0.9997771382331848
id02097,0.0034188739955425262,0.01045120321214199,0.9861299395561218
id03563,5.376553745009005e-4,0.9993311166763306,1.3126640988048166e-4
id02295,0.39441022276878357,0.553074836730957,0.052514929324388504
id08179,0.9997633099555969,8.862937102094293e-5,1.4805543469265103e-4
id05332,0.023149561136960983,0.9709848165512085,0.005865551996976137
id15697,0.7310695648193359,0.029214434325695038,0.23971596360206604
id17026,0.116239033639431,0.020723093301057816,0.8630378842353821
id04243,0.31615149974823,0.6771836280822754,0.0066648488864302635
id13175,0.9995940327644348,3.58970690285787e-4,4.7042223741300404e-5
id05387,0.991706132888794,0.004451632034033537,0.0038422797806560993
id19989,0.8648204803466797,0.09246155619621277,0.04271801561117172
id25173,0.06426452100276947,0.009937956929206848,0.9257975220680237
id08925,0.006670455913990736,0.9918711185455322,0.0014584030723199248
id03034,0.0037802194710820913,0.9910218119621277,0.005197975318878889
id13272,4.7063943929970264e-4,0.9989816546440125,5.477003869600594e-4
id07956,0.9417344331741333,0.005503402091562748,0.05276213213801384
id02648,0.00560661219060421,0.001259871874935925,0.993133544921875
id01778,0.018881000578403473,0.004132562316954136,0.9769864678382874
id12846,4.83529205666855e-4,1.322504976997152e-4,0.9993841648101807
id19001,0.2876569330692291,0.02441846765577793,0.6879246234893799
id05763,0.9276697635650635,0.014758674427866936,0.05757150799036026
id15590,0.0024995177518576384,3.1002971809357405e-4,0.9971904158592224
id04912,0.7258643507957458,0.1459873616695404,0.12814831733703613
id21201,0.8628057241439819,0.041984137147665024,0.09521008282899857
id13215,0.9946674108505249,9.122510673478246e-4,0.004420338664203882
id15612,0.02060602605342865,0.9712651371955872,0.008128886111080647
id18501,0.030884424224495888,0.0038905078545212746,0.965225100517273
id07223,0.8243550658226013,0.10010456293821335,0.07554040849208832
id06707,0.4165235459804535,0.4313211143016815,0.15215538442134857
id05238,9.655959438532591e-4,0.9988191723823547,2.1517286950256675e-4
id00935,0.007472197059541941,0.028530418872833252,0.9639974236488342
id00110,0.9406656622886658,0.003194840857759118,0.0561395063996315
id17476,0.9802104830741882,0.011757982894778252,0.0080315712839365
id15170,0.9905285239219666,0.0077157998457551,0.0017556280363351107
id13397,0.15316322445869446,0.046748723834753036,0.8000880479812622
id24283,0.7723891735076904,0.19337399303913116,0.03423687443137169
id15234,0.9954871535301208,0.0018455940298736095,0.002667261054739356
id16884,0.40372487902641296,0.4902382493019104,0.10603687912225723
id07831,0.5665932297706604,0.2870996296405792,0.14630715548992157
id16038,0.952390193939209,0.0387285016477108,0.008881273679435253
id03629,0.9745825529098511,0.013591230846941471,0.01182624138891697
id21019,0.9056041836738586,0.054920151829719543,0.03947560116648674
id21835,0.21826358139514923,0.05169341340661049,0.7300429940223694
id04480,3.7479723687283695e-4,0.9992530941963196,3.7212856113910675e-4
id20838,0.4405367374420166,0.5409731268882751,0.01849011331796646
id24195,0.5189206600189209,0.062384333461523056,0.41869503259658813
id05448,0.8440334796905518,0.14637348055839539,0.009593045338988304
id15957,0.08355224877595901,0.8996827006340027,0.016765091568231583
id19956,0.012319463305175304,0.0010711799841374159,0.9866093993186951
id15104,0.0034409193322062492,0.0030390850733965635,0.9935199618339539
id17559,0.8386985659599304,0.10393743962049484,0.05736394226551056
id16839,0.16261711716651917,0.13540531694889069,0.701977550983429
id14493,0.7865724563598633,0.008834566920995712,0.2045930027961731
id08833,0.9406501650810242,0.010449998080730438,0.0488998219370842
id15723,0.1327889859676361,0.013865106739103794,0.8533459305763245
id02716,0.9951106905937195,0.0010649266187101603,0.0038243362214416265
id06689,0.010884854942560196,0.9857867956161499,0.0033283615484833717
id18837,0.3721112012863159,0.03959806263446808,0.5882907509803772
id04466,0.9708525538444519,0.018969353288412094,0.010178104974329472
id00686,0.9581975936889648,0.002944505074992776,0.038857847452163696
id09010,0.0706762820482254,0.9232507348060608,0.006073013413697481
id23353,0.9821054935455322,0.005037796683609486,0.012856738641858101
id00066,0.9586027264595032,0.032853394746780396,0.008543838746845722
id15724,0.18909595906734467,0.7599183320999146,0.0509856715798378
id23486,0.061149101704359055,0.002477872185409069,0.9363729953765869
id22258,0.003963860217481852,0.002429286716505885,0.9936068058013916
id02292,0.7333177924156189,0.17360122501850128,0.09308098256587982
id16356,0.06353413313627243,0.04515014961361885,0.8913156986236572
id00235,0.7985591292381287,0.019263356924057007,0.18217754364013672
id25522,0.014842581003904343,0.002255837433040142,0.9829015731811523
id04204,0.0010444462532177567,0.9986904263496399,2.651539398357272e-4
id22016,0.7035869359970093,0.016405664384365082,0.28000742197036743
id06480,4.779465089086443e-4,0.9993446469306946,1.7744417709764093e-4
id08718,0.009015951305627823,3.382065042387694e-4,0.9906458854675293
id05251,1.624187862034887e-4,0.9997451901435852,9.238444908987731e-5
id03359,0.5634799599647522,0.09228560328483582,0.34423449635505676
id16117,0.021470606327056885,0.0029188678599894047,0.9756105542182922
id17000,9.130529942922294e-4,0.9986711740493774,4.1577022057026625e-4
id01730,0.001518066506832838,0.9980864524841309,3.9556101546622813e-4
id00630,0.9394767880439758,0.055838629603385925,0.004684595391154289
id18175,0.21358413994312286,0.014910267665982246,0.77150559425354
id00907,0.9004668593406677,0.02692057006061077,0.07261256128549576
id18251,0.0031474782153964043,0.9948766827583313,0.001975886756554246
id25861,0.7943868041038513,0.17643992602825165,0.029173213988542557
id00398,0.774311900138855,0.1706717312335968,0.05501634255051613
id27573,0.9972782731056213,5.975958774797618e-4,0.002124121878296137
id10022,0.01521369256079197,0.878217875957489,0.10656847059726715
id15901,0.012545107863843441,6.049432558938861e-4,0.9868499040603638
id00451,0.011183422990143299,0.012301888316869736,0.9765146970748901
id23129,0.006938771344721317,0.9925118684768677,5.493245553225279e-4
id26498,0.18933245539665222,0.40011873841285706,0.4105488061904907
id14741,0.796576976776123,0.14538682997226715,0.058036189526319504
id18453,0.17825947701931,0.015354924835264683,0.8063856363296509
id08309,0.811500072479248,0.17488914728164673,0.013610762543976307
id00320,0.9992660880088806,2.4125997151713818e-4,4.926545079797506e-4
id07688,0.1543833464384079,0.07080402225255966,0.774812638759613
id01556,0.001804973348043859,7.924984092824161e-4,0.9974024891853333
id00178,0.40569043159484863,0.027333496138453484,0.5669760704040527
id18902,0.005973754916340113,0.007212921977043152,0.9868133068084717
id27002,0.7270113229751587,0.23759505152702332,0.035393573343753815
id21418,0.9958847165107727,0.0023067211732268333,0.0018085092306137085
id23018,0.20290449261665344,0.08523419499397278,0.7118613123893738
id07032,0.5722153782844543,0.023501461371779442,0.4042831063270569
id16195,0.8426153063774109,0.010291395708918571,0.1470932811498642
id11202,0.12942124903202057,0.8507850766181946,0.019793642684817314
id09578,0.937279462814331,0.020825695246458054,0.04189486801624298
id26984,0.9096423387527466,0.007401703856885433,0.08295592665672302
id19856,6.258189678192139e-4,0.9987340569496155,6.401602877303958e-4
id12086,0.4746585190296173,0.020575325936079025,0.5047661662101746
id12052,0.0529351606965065,0.005560849793255329,0.9415040612220764
id17728,4.2922949069179595e-4,4.4879165216116235e-5,0.9995259046554565
id24608,0.8619821667671204,0.06923715025186539,0.06878069788217545
id21097,0.05658538267016411,0.032490380108356476,0.9109241962432861
id20179,5.497729871422052e-4,8.401761442655697e-5,0.9993662238121033
id15144,0.8782839179039001,0.06618042290210724,0.05553567036986351
id00206,0.9918482303619385,0.002059356542304158,0.006092456169426441
id22285,0.011888058856129646,0.0029007201083004475,0.9852112531661987
id06417,0.17672044038772583,0.7766396403312683,0.04663992300629616
id00215,8.665114874020219e-4,0.9990222454071045,1.1124424054287374e-4
id04201,0.0879315435886383,0.00869917031377554,0.9033693075180054
id21771,0.9893642663955688,0.008034511469304562,0.0026012188754975796
id12451,0.04156166687607765,0.10203798115253448,0.8564003109931946
id14250,0.040572479367256165,0.9012607336044312,0.05816679820418358
id03433,0.03815292567014694,0.9561701416969299,0.0056768725626170635
id03303,0.05726032331585884,0.004287744872272015,0.9384519457817078
id25901,0.2158392369747162,0.6763442158699036,0.10781657695770264
id06945,0.8189144730567932,0.00704049039632082,0.17404498159885406
id05664,0.8280039429664612,0.08077095448970795,0.09122512489557266
id05741,0.9987682700157166,4.2112034861929715e-4,8.106020395644009e-4
id10652,0.9429866075515747,0.022389527410268784,0.034623872488737106
id16300,0.9798203110694885,0.004705662839114666,0.015474085696041584
id12319,0.6358579397201538,0.1432064324617386,0.2209356427192688
id07500,6.348606548272073e-4,0.9991600513458252,2.0511032198555768e-4
id12478,0.41116568446159363,0.27335047721862793,0.31548386812210083
id03076,0.037164293229579926,0.003823393490165472,0.9590122699737549
id00969,0.21616749465465546,0.7403916716575623,0.04344087839126587
id23636,0.024981848895549774,0.9610219597816467,0.013996167108416557
id09791,0.06703896820545197,0.28609371185302734,0.6468673348426819
id05680,0.003699246095493436,0.9839832782745361,0.012317451648414135
id03672,0.004193432629108429,0.9908888339996338,0.004917817655950785
id04286,0.0010761006269603968,0.9968919157981873,0.00203198310919106
id23883,3.2422298681922257e-4,0.001082796254195273,0.9985929131507874
id11914,0.18065670132637024,0.04382705315947533,0.7755162715911865
id20974,6.738352385582402e-5,0.9998866319656372,4.59456532553304e-5
id26125,0.015229973942041397,0.0032726407516747713,0.9814974069595337
id15543,0.22529487311840057,0.03374078497290611,0.7409642934799194
id19471,0.9994914531707764,2.4314605980180204e-4,2.6534206699579954e-4
id11503,0.9216064810752869,0.04149029031395912,0.03690321370959282
id09321,0.0033640735782682896,0.9851607084274292,0.011475215665996075
id25560,3.938239751732908e-5,1.4654115148005076e-5,0.9999459981918335
id06726,0.3518350124359131,0.13154932856559753,0.5166156888008118
id05709,0.9883723855018616,0.0018447571201249957,0.009782861918210983
id09788,0.0731973871588707,0.5063571929931641,0.42044544219970703
id05289,0.9995335340499878,2.0648867939598858e-4,2.599390863906592e-4
id11815,0.00623988825827837,0.9910955429077148,0.002664554165676236
id22422,0.7852123379707336,0.07831219583749771,0.13647544384002686
id25954,0.9205144047737122,0.05918378010392189,0.020301809534430504
id13601,0.8099287152290344,0.10629625618457794,0.08377502858638763
id05677,0.8672865629196167,0.012122882530093193,0.12059056758880615
id10498,2.3380918719340116e-4,0.9996668100357056,9.94216970866546e-5
id02665,0.8075518608093262,0.13905438780784607,0.05339378863573074
id10114,0.00422132620587945,0.9586067795753479,0.03717193379998207
id26314,0.9621624946594238,0.030039524659514427,0.007798029109835625
id21240,0.29267725348472595,0.2304137796163559,0.47690901160240173
id15569,0.9984695315361023,5.106199532747269e-4,0.0010198754025623202
id25928,0.046347036957740784,0.02584945596754551,0.9278034567832947
id22706,0.005658129695802927,0.9931360483169556,0.0012058853171765804
id20877,0.005214538890868425,0.9933371543884277,0.0014482915867120028
id04318,0.9660100340843201,0.009236853569746017,0.02475307136774063
id18299,0.26825112104415894,0.367983341217041,0.36376556754112244
id08126,0.004273710306733847,0.002096218289807439,0.9936301112174988
id14293,0.2293647676706314,0.010987765155732632,0.7596474289894104
id12759,0.9743248820304871,0.002314656972885132,0.023360475897789
id11983,0.2811738848686218,0.14231085777282715,0.576515257358551
id05580,0.06286930292844772,0.7738249897956848,0.16330567002296448
id25846,0.24736590683460236,0.6631562113761902,0.08947785943746567
id01939,0.8845798969268799,0.01291960384696722,0.1025005355477333
id26327,0.25572556257247925,0.15319828689098358,0.591076135635376
id11068,0.0020365689415484667,1.543627877254039e-4,0.997809112071991
id08404,0.9901548624038696,0.0023714429698884487,0.007473617326468229
id27189,0.25994375348091125,0.7319537997245789,0.008102379739284515
id15119,0.012678508646786213,0.967115581035614,0.020205829292535782
id26525,0.9917916059494019,0.004917606245726347,0.0032908052671700716
id03618,0.5260173678398132,0.44138118624687195,0.03260144218802452
id27220,0.9986656904220581,3.190510324202478e-4,0.001015269197523594
id18777,0.11141640692949295,0.005158132407814264,0.8834254741668701
id20213,0.9689608216285706,0.026024678722023964,0.005014460533857346
id20403,0.9836980104446411,0.012038183398544788,0.0042637609876692295
id03777,0.02981150709092617,0.009848898276686668,0.9603396058082581
id10595,0.006650439463555813,0.9926440119743347,7.056195754557848e-4
id13816,0.41223952174186707,0.02786440961062908,0.5598961114883423
id05667,0.014577365480363369,0.0039835125207901,0.9814390540122986
id24629,0.9197781085968018,0.014772559516131878,0.06544936448335648
id20398,0.131475031375885,0.03257928788661957,0.8359456658363342
id14108,0.0025800298899412155,6.406588363461196e-4,0.9967793822288513
id06196,9.248587302863598e-4,0.9988375306129456,2.376195479882881e-4
id02800,0.788408100605011,0.09165835380554199,0.11993348598480225
id18732,0.01262414176017046,0.9810552597045898,0.006320560816675425
id11915,0.001030783518217504,0.9979579448699951,0.0010112507734447718
id09739,0.9094334840774536,0.054567959159612656,0.035998594015836716
id24672,0.9967635869979858,8.237537695094943e-4,0.002412698231637478
id00414,1.9701795827131718e-4,2.3065409914124757e-4,0.9995723366737366
id16307,0.9817790389060974,0.013262197375297546,0.004958774894475937
id14043,0.11703357845544815,0.005788227543234825,0.8771782517433167
id00517,5.068106111139059e-4,8.711148257134482e-5,0.999406099319458
id09744,0.9971603155136108,0.002707183361053467,1.3257756654638797e-4
id19257,0.9895316362380981,0.004145490471273661,0.006322917528450489
id15437,0.6628358364105225,0.31598609685897827,0.021178031340241432
id16352,0.008410854265093803,0.0016392599791288376,0.9899499416351318
id18849,0.5249118208885193,0.01874278299510479,0.45634540915489197
id19434,1.6936434258241206e-4,0.9996844530105591,1.4615347026847303e-4
id17928,0.03292087838053703,0.00842231698334217,0.9586568474769592
id16896,0.014214825816452503,0.002923189429566264,0.9828619956970215
id02135,0.09809655696153641,0.6813718676567078,0.22053156793117523
id15075,0.995240330696106,0.0025794473476707935,0.002180224983021617
id27486,4.615382931660861e-4,0.9993867874145508,1.5163587522692978e-4
id19422,0.978296160697937,0.02070542424917221,9.983931668102741e-4
id09603,0.031212959438562393,0.9526663422584534,0.01612071320414543
id02133,0.00820742268115282,0.981325626373291,0.010466893203556538
id03441,0.6056352853775024,0.003193182870745659,0.39117148518562317
id02398,4.0746101876720786e-4,0.9994908571243286,1.0169513552682474e-4
id05152,0.007010348606854677,0.005010058172047138,0.9879796504974365
id17838,0.5160916447639465,0.05181767791509628,0.4320906698703766
id25060,0.870926022529602,0.11801827698945999,0.011055724695324898
id09998,0.0056792329996824265,0.0010008960962295532,0.9933198690414429
id01828,0.006343507673591375,0.9758241772651672,0.017832346260547638
id25377,0.4608754515647888,0.05428338423371315,0.48484113812446594
id22175,0.007993281818926334,0.9903529286384583,0.001653796061873436
id02974,0.005360180512070656,0.002240418689325452,0.9923993945121765
id26955,0.9992037415504456,6.146581727080047e-4,1.8159690080210567e-4
id21091,0.9082852005958557,0.007201749365776777,0.08451306074857712
id12802,0.9363904595375061,0.05172930657863617,0.011880257166922092
id07432,2.2280447592493147e-4,0.9995527863502502,2.2433513368014246e-4
id18749,0.0037188006099313498,0.9889517426490784,0.007329460233449936
id15030,4.1168511961586773e-4,0.0012085764901712537,0.9983797073364258
id17155,3.7503265775740147e-4,0.9995055198669434,1.1938944226130843e-4
id08128,1.6030552797019482e-4,0.9994670748710632,3.72586480807513e-4
id25706,0.00164389971178025,0.9910278916358948,0.007328275125473738
id15645,0.9885303378105164,0.005709362681955099,0.00576031906530261
id04943,0.7608975768089294,0.22326192259788513,0.015840547159314156
id27566,9.944775374606252e-4,2.1524935436900705e-4,0.9987903237342834
id11765,0.09704738110303879,0.028046421706676483,0.8749062418937683
id13783,0.7350530624389648,0.2166181057691574,0.048328787088394165
id00492,0.0046299914829432964,0.00703780073672533,0.988332211971283
id27636,0.07824501395225525,0.015172455459833145,0.9065825343132019
id04273,0.951606273651123,0.03701595589518547,0.011377846822142601
id02537,0.16839540004730225,0.05229306221008301,0.7793115973472595
id24349,0.9396608471870422,0.055091384798288345,0.005247726105153561
id00023,3.78487107809633e-4,0.9992175102233887,4.0401401929557323e-4
id23025,0.01598341204226017,0.9823664426803589,0.0016501171048730612
id08722,0.9387569427490234,0.03115824982523918,0.030084801837801933
id02420,0.9965033531188965,0.0030710785649716854,4.255821695551276e-4
id10811,0.9513095021247864,0.008419240824878216,0.04027125984430313
id04019,4.490755673032254e-4,9.420530986972153e-4,0.9986088871955872
id18334,0.9730842709541321,0.013880705460906029,0.013035058975219727
id16781,0.8992806077003479,0.06632862240076065,0.03439078852534294
id08773,0.16947583854198456,0.8240683078765869,0.006455900147557259
id19214,0.729241669178009,0.2253328561782837,0.04542543739080429
id09589,3.02530184853822e-4,0.9989363551139832,7.611089386045933e-4
id24246,0.9963523149490356,0.0015529635129496455,0.0020947540178894997
id23577,0.589146614074707,0.40591976046562195,0.004933588672429323
id09305,0.8987603783607483,0.018116580322384834,0.08312307298183441
id16460,0.1687883883714676,0.041581228375434875,0.7896303534507751
id21115,0.8584425449371338,0.035585664212703705,0.10597176104784012
id25996,0.5842121839523315,0.04778892174363136,0.3679989278316498
id02551,0.0027762704994529486,0.003865358652547002,0.993358314037323
id19352,0.00469179917126894,2.491003251634538e-4,0.9950591325759888
id03806,0.002820477820932865,8.077025413513184e-4,0.996371865272522
id26544,0.9393476843833923,0.0050393883138895035,0.05561294034123421
id18761,0.9647433161735535,0.012568975798785686,0.022687744349241257
id24148,0.023732783272862434,0.9710723161697388,0.005194980185478926
id16095,0.015902509912848473,0.9761644601821899,0.007933028042316437
id18442,0.8378282785415649,0.06776206940412521,0.09440965205430984
id22596,5.024405982112512e-5,4.076477125636302e-5,0.9999089241027832
id23002,0.06102493777871132,0.005590030457824469,0.9333850741386414
id04797,0.9984139204025269,0.0012331606121733785,3.529080131556839e-4
id06610,0.1052984893321991,0.006242847535759211,0.8884586691856384
id16173,0.5566797852516174,0.2444620132446289,0.19885820150375366
id18292,0.004332513082772493,0.05068204924464226,0.9449853897094727
id27328,0.9940934777259827,0.0022030360996723175,0.003703527385368943
id01695,3.2242413726635277e-4,0.9995438456535339,1.3370106171350926e-4
id05761,0.6413713097572327,0.007342702709138393,0.3512859642505646
id16354,0.9784053564071655,0.0054180920124053955,0.01617647521197796
id12207,0.0026793500874191523,0.9766413569450378,0.020679323002696037
id05665,0.006266752723604441,3.32369701936841e-4,0.9934008717536926
id01911,0.9911409020423889,0.005833141040056944,0.0030259438790380955
id19153,0.02241549640893936,0.0012119956081733108,0.9763725399971008
id10295,0.5037854313850403,0.1122949942946434,0.3839195668697357
id23038,0.6040852665901184,0.2765418589115143,0.1193728893995285
id23783,0.05066791549324989,0.9470121264457703,0.0023199915885925293
id27879,0.9546165466308594,0.04141171649098396,0.003971687518060207
id19190,0.006376492325216532,0.9928909540176392,7.325814804062247e-4
id05065,0.9524577856063843,0.01517693605273962,0.03236531466245651
id21296,0.17601890861988068,0.7938284873962402,0.030152635648846626
id13262,0.22713050246238708,0.15435892343521118,0.6185106039047241
id10333,0.9559202194213867,0.028010590001940727,0.01606917567551136
id16677,0.0378253348171711,0.9589643478393555,0.003210275201126933
